,X,name,status,region,city,funding_rounds,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,total_investment,market_type,diff_funding_year,status_label,total_investment_label,diff_funding_year_label,funding_rounds_label,seed_label,venture_label,total_investment_cde,diff_funding_year_cde,funding_rounds_cde,seed_cde,venture_cde
4919,5204,Imagen Biotech,operating,New York City,New York,1,0,4.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.00E+07,1,0,1,high,low,low,low,high,3,0,0,0,2
4920,5205,ImageShack,operating,SF Bay Area,Los Gatos,1,0,1.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.00E+07,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4921,5206,Imagine K12,operating,SF Bay Area,Redwood City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
4922,5207,Imaging3,operating,Los Angeles,Burbank,8,0,3574543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4848993,1,5.583333333,1,high_medium,high,high,low,medium,2,1,1,0,1
4923,5208,IManageRent,operating,SF Bay Area,San Francisco,1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
4924,5209,imbookin (Pogby),operating,New York City,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
4925,5210,IMedExchange,operating,Seattle,Seattle,2,0,124000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2748000,1,1.333333333,1,low_medium,high,low,low,low,1,1,0,0,0
4926,5211,iMedX,operating,Atlanta,Atlanta,5,0,22250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22250000,1,4.416666667,1,high,high,high,low,high,3,1,1,0,2
4927,5212,imeem,acquired,SF Bay Area,San Francisco,6,750000,26382127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30132127,1,4.916666667,1,high,high,high,high,high,3,1,1,1,2
4928,5213,"Imergy Power Systems, Inc.",operating,SF Bay Area,Fremont,2,0,1.50E+07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.00E+07,1,1.25,1,high,low,low,low,high,3,0,0,0,2
4929,5214,imgfave,operating,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
4930,5215,imgix,operating,SF Bay Area,San Francisco,3,164000,5.00E+06,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10664000,1,2,1,high_medium,high,high,low,medium,2,1,1,0,1
4931,5216,Imgur,operating,SF Bay Area,San Francisco,1,0,4.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.00E+07,1,0,1,high,low,low,low,high,3,0,0,0,2
4932,5217,Imimtek,operating,SF Bay Area,Sunnyvale,3,4074997,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5124997,1,1.5,1,high_medium,high,high,high,low,2,1,1,1,0
4933,5218,Immedia,operating,Boston,Andover,1,0,11892857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23785714,1,0,1,high,low,low,low,medium,3,0,0,0,1
4934,5219,Immediately,operating,SF Bay Area,San Francisco,2,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,1,0.5,1,low_medium,low,low,low,low,1,0,0,0,0
4935,5220,ImmuMetrix,operating,SF Bay Area,Palo Alto,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6384353,1,0,1,high_medium,low,low,low,low,2,0,0,0,0
4936,5221,Immune Design,operating,Seattle,Seattle,5,0,99031500,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,198031500,1,5.916666667,1,high,high,high,low,high,3,1,1,0,2
4937,5222,Immunet Corporation,acquired,SF Bay Area,Palo Alto,2,0,2.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.00E+06,1,1.833333333,1,high_medium,high,low,low,medium,2,1,0,0,1
4938,5223,Immunetics,operating,Boston,Boston,5,0,629000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8064000,1,2.833333333,1,high_medium,high,high,low,low,2,1,1,0,0
4939,5224,ImmuneXcite,operating,Boston,Lexington,2,0,6080000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12160000,1,2,1,high_medium,high,low,low,medium,2,1,0,0,1
4940,5225,ImmunGene,operating,Los Angeles,Thousand Oaks,1,0,9.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.80E+07,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4941,5226,ImmunoGen,operating,Boston,Waltham,4,0,2.50E+07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60E+07,1,0.5,1,high,low,high,low,high,3,0,1,0,2
4942,5227,IMN,operating,Boston,Waltham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
4943,5228,imo.im,operating,SF Bay Area,Palo Alto,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.41666667,1,low,high,low,low,low,0,1,0,0,0
4944,5229,imoji,operating,SF Bay Area,San Francisco,1,0,2.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+06,1,0,1,low_medium,low,low,low,medium,1,0,0,0,1
4945,5230,iMOSPHERE,operating,SF Bay Area,San Francisco,1,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
4946,5231,IMPAC Medical System,operating,SF Bay Area,Mountain View,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
4947,5232,Impel NeuroPharma,operating,Seattle,Seattle,4,0,3445389,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3970389,0,3.833333333,1,high_medium,high,high,low,medium,2,1,1,0,1
4948,5233,Imperative,operating,New York City,New York,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
4949,5234,Impermium,acquired,SF Bay Area,Redwood City,2,1000000,8.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.70E+07,0,0.333333333,1,high_medium,low,low,high,medium,2,0,0,1,1
4950,5235,Imperva,operating,SF Bay Area,Redwood City,2,0,3.70E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.40E+07,1,1.833333333,1,high,high,low,low,high,3,1,0,0,2
4951,5237,Impinj,operating,Seattle,Seattle,5,0,59500000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,119281952,1,6.583333333,1,high,high,high,low,high,3,1,1,0,2
4952,5238,Implisit,operating,New York City,New York,1,0,3300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4953,5239,import2,operating,SF Bay Area,Sunnyvale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
4954,5240,Impraise,operating,SF Bay Area,Los Altos,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,1,0,1,low,low,low,low,low,0,0,0,0,0
4955,5241,Impress Software Solutions,operating,Boston,Waltham,1,0,1.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.00E+07,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4956,5242,Imprivata,operating,Boston,Lexington,2,0,23910000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,47820000,0,2.166666667,1,high,high,low,low,high,3,1,0,0,2
4957,5243,ImpulseSave,acquired,Boston,Cambridge,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,1.75,1,low,high,high,low,low,0,1,1,0,0
4958,5244,IMRSV,operating,New York City,New York,7,158000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3016969,0,1.833333333,1,low_medium,high,high,low,low,1,1,1,0,0
4959,5245,IMVU,operating,SF Bay Area,Mountain View,4,0,2.80E+07,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5.70E+07,1,2.916666667,1,high,high,high,low,high,3,1,1,0,2
4960,5246,in2apps,operating,New York City,New York,1,0,1700000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3400000,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4961,5247,in3Dgallery,operating,SF Bay Area,San Francisco,1,32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32500,1,0,1,low,low,low,low,low,0,0,0,0,0
4962,5248,Inadco,operating,SF Bay Area,Palo Alto,3,0,1.60E+07,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.30E+07,0,4.416666667,1,high,high,high,low,high,3,1,1,0,2
4963,5249,inAppAd,operating,New York City,New York,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
4964,5250,Inbenta,operating,SF Bay Area,Sunnyvale,2,0,2.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.00E+06,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4965,5251,InboundWriter,operating,SF Bay Area,San Mateo,1,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,1,0,1,low_medium,low,low,low,medium,1,0,0,0,1
4966,5252,Inbox,operating,New York City,New York,2,1025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025000,1,1.166666667,1,low_medium,low,low,high,low,1,0,0,1,0
4967,5254,InCarda Therapeutics,operating,SF Bay Area,Palo Alto,2,0,155854,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465854,1,0.833333333,1,low_medium,low,low,low,low,1,0,0,0,0
4968,5255,Incentive Targeting,acquired,Boston,Cambridge,2,0,3980000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6330000,0,1.416666667,1,high_medium,high,low,low,medium,2,1,0,0,1
4969,5257,Incident Technologies,operating,SF Bay Area,Santa Clara,3,745000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745000,1,1.833333333,1,low_medium,high,high,high,low,1,1,1,1,0
4970,5258,Incipient,operating,Boston,Waltham,3,0,59700000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,119400000,1,3,1,high,high,high,low,high,3,1,1,0,2
4971,5259,Incline Therapeutics,acquired,SF Bay Area,Redwood City,3,0,64500000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,129440000,1,1.75,1,high,high,high,low,high,3,1,1,0,2
4972,5260,Incoming Media,operating,SF Bay Area,Santa Clara,2,1100000,4900000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10900000,1,1.583333333,1,high_medium,high,low,high,medium,2,1,0,1,1
4973,5261,InComm,operating,Atlanta,Atlanta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
4974,5262,Incomparable Things,operating,New York City,New York,1,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,1,0,1,low,low,low,low,low,0,0,0,0,0
4975,5263,InContext Solutions,operating,Chicago,Chicago,5,0,20943220,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,41886440,1,4.166666667,1,high,high,high,low,high,3,1,1,0,2
4976,5265,InCrowd,operating,Boston,Boston,3,0,2501250,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5502500,1,2.75,1,high_medium,high,high,low,medium,2,1,1,0,1
4977,5266,Indeed,acquired,Austin,Austin,1,0,5.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.00E+07,0,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4978,5267,InDemand Interpreting,operating,Seattle,Tukwila,1,0,8800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8800000,0,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4979,5268,indeni,operating,SF Bay Area,Palo Alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
4980,5269,Independent Comedy Network,operating,Los Angeles,Santa Monica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
4981,5270,Independent Space,operating,Atlanta,Smyrna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
4982,5271,Index,operating,SF Bay Area,San Francisco,1,0,7.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.40E+07,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4983,5272,Indexing,operating,Austin,Austin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
4984,5273,IndexTank,acquired,SF Bay Area,San Francisco,1,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
4985,5274,Indicative,operating,New York City,New York,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+06,0,0,1,low_medium,low,low,high,low,1,0,0,1,0
4986,5275,indico data solutions,operating,Boston,Needham,3,3000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179000,1,0.833333333,1,high_medium,low,high,high,low,2,0,1,1,0
4987,5276,Indiegogo,operating,SF Bay Area,San Francisco,5,1500000,5.50E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,111500000,0,6.25,1,high,high,high,high,high,3,1,1,1,2
4988,5277,inDinero,operating,SF Bay Area,San Francisco,3,1217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217000,1,2.5,1,low_medium,high,high,high,low,1,1,1,1,0
4989,5278,Individual Digital,operating,New York City,New York,5,0,1620000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835000,0,4.75,1,low_medium,high,high,low,medium,1,1,1,0,1
4990,5279,Indix,operating,Seattle,Seattle,4,0,14494730,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30384660,1,2.416666667,1,high,high,high,low,high,3,1,1,0,2
4991,5280,IndoorAtlas,operating,SF Bay Area,Mountain View,3,4540000,1.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24540000,0,1.416666667,1,high,high,high,high,medium,3,1,1,1,1
4992,5281,inDplay,acquired,Los Angeles,Venice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
4993,5282,Inductly,operating,SF Bay Area,San Francisco,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,1,0,1,low,low,low,low,low,0,0,0,0,0
4994,5283,Industrial Toys,operating,Los Angeles,Pasadena,1,0,5.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.00E+07,0,0,1,high_medium,low,low,low,medium,2,0,0,0,1
4995,5285,Industrious Kid,operating,SF Bay Area,Oakland,2,0,8500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.70E+07,1,0.75,1,high_medium,low,low,low,medium,2,0,0,0,1
4996,5286,IndustryTrader.com,operating,Los Angeles,Burbank,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,1,low,low,low,low,low,0,0,0,0,0
4997,5287,Ineda Systems,operating,SF Bay Area,Santa Clara,3,0,28049999,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,56099998,1,1.5,1,high,high,high,low,high,3,1,1,0,2
4998,5288,iNest Realty,acquired,Chicago,Bloomingdale,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0.75,1,low_medium,low,low,low,low,1,0,0,0,0
4999,5289,inevention Technology Inc.,operating,SF Bay Area,Mountain View,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
5000,5290,Infectious,operating,SF Bay Area,San Francisco,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
5001,5291,Infer,operating,SF Bay Area,Palo Alto,1,0,1.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.00E+07,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
5002,5292,infibond,operating,SF Bay Area,Menlo Park,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
5003,5293,Infinera Corporation,operating,SF Bay Area,Sunnyvale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
5004,5295,Infinetics Technologies,operating,Boston,Boston,3,0,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,1,2.916666667,1,low_medium,high,high,low,medium,1,1,1,0,1
5005,5296,Infinian Corporation,operating,SF Bay Area,Los Altos,1,0,3227610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3227610,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
5006,5297,Infinio,operating,Boston,Cambridge,3,2000000,2.20E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.60E+07,1,1.916666667,1,high,high,high,high,high,3,1,1,1,2
5007,5298,Infinite Z,operating,SF Bay Area,Mountain View,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
5008,5299,Infinity Pharmaceuticals,operating,Boston,Cambridge,3,0,77500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,156040191,1,0.833333333,1,high,low,high,low,high,3,0,1,0,2
5009,5300,Inflection,operating,SF Bay Area,Redwood City,1,0,3.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.00E+07,1,0,1,high,low,low,low,high,3,0,0,0,2
5010,5301,InfoBionic,operating,Boston,Lowell,5,969043,1.70E+07,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36174043,1,1.25,1,high,low,high,high,high,3,0,1,1,2
5011,5302,Infoblox,operating,SF Bay Area,Santa Clara,1,0,3.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.00E+07,1,0,1,high,low,low,low,high,3,0,0,0,2
5012,5303,Infochimps,acquired,Austin,Austin,6,0,2200000,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7850000,1,2.666666667,1,high_medium,high,high,low,medium,2,1,1,0,1
5013,5305,Infolinks,operating,SF Bay Area,Palo Alto,2,0,2500000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.00E+06,0,0.833333333,1,high_medium,low,low,low,medium,2,0,0,0,1
5014,5306,Infomous,operating,New York City,New York,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,0,0,1,low_medium,low,low,high,low,1,0,0,1,0
5015,5307,Infor,operating,New York City,New York,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,1,low,low,low,low,low,0,0,0,0,0
5016,5308,Inforama,operating,Chicago,Chicago,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
5017,5309,InforcePRO software,operating,Boston,Cambridge,3,47197,1500000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3547197,0,3.25,1,high_medium,high,high,low,medium,2,1,1,0,1
5018,5310,InfoReach,operating,Chicago,Chicago,1,0,5306396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306396,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
5019,5311,Inform Technologies,operating,New York City,New York,4,0,2.90E+07,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,54330000,1,5.333333333,1,high,high,high,low,high,3,1,1,0,2
5020,5312,Informance International,acquired,Chicago,Northbrook,1,0,6.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.20E+07,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
5021,5313,Informantonline,operating,Chicago,Mchenry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
5022,5314,Informatics In Context,operating,Boston,Boston,2,0,1855000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855000,1,1.416666667,1,low_medium,high,low,low,medium,1,1,0,0,1
5023,5315,Informative,acquired,SF Bay Area,South San Francisco,1,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,1,low_medium,low,low,low,medium,1,0,0,0,1
5024,5316,InfoScout,operating,SF Bay Area,San Francisco,3,400000,2.10E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,42400000,0,1.833333333,1,high,high,high,high,high,3,1,1,1,2
5025,5317,Infotone Communications,operating,SF Bay Area,Redwood City,1,0,5.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.00E+07,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
5026,5318,InfraReDx,operating,Boston,Burlington,6,0,55100000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,112625000,0,3.583333333,1,high,high,high,low,high,3,1,1,0,2
5027,5319,inFreeDA,acquired,SF Bay Area,Menlo Park,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
5028,5320,IngBoo,operating,SF Bay Area,Sunnyvale,2,1000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775000,0,0.083333333,1,low_medium,low,low,high,low,1,0,0,1,0
5029,5321,Ingenious Med,acquired,Atlanta,Atlanta,4,0,3250000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6450000,1,3.416666667,1,high_medium,high,high,low,medium,2,1,1,0,1
5030,5322,Ingenuity Systems,acquired,SF Bay Area,Redwood City,1,0,15400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15400000,1,0,1,high_medium,low,low,low,high,2,0,0,0,2
5031,5323,Ingk Labs,operating,New York City,New York,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
5032,5324,Ingo Money,operating,Atlanta,Roswell,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8400000,0,0,1,high_medium,low,low,low,low,2,0,0,0,0
5033,5325,INgrooves,operating,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
5034,5327,Inhance Media,acquired,Los Angeles,Van Nuys,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
5035,5328,Inherited Health,acquired,Los Angeles,Los Angeles,2,485000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155000,0,1.583333333,1,low_medium,high,low,high,low,1,1,0,1,0
5036,5329,Inhibitex,operating,Atlanta,Alpharetta,1,0,2.30E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E+07,1,0,1,high,low,low,low,high,3,0,0,0,2
5037,5330,Initiate Systems,acquired,Chicago,Chicago,2,0,3.10E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10E+07,0,0.333333333,1,high,low,low,low,high,3,0,0,0,2
5038,5331,Inkd.com,operating,Seattle,Seattle,3,0,5200000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10800000,1,2.75,1,high_medium,high,high,low,medium,2,1,1,0,1
5039,5332,Inkling,operating,Chicago,Chicago,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,0.833333333,1,low,low,low,low,low,0,0,0,0,0
5040,5333,Inkling Systems,operating,SF Bay Area,San Francisco,6,0,54199999,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,109324998,1,4.5,1,high,high,high,low,high,3,1,1,0,2
5041,5334,Inkomerce,operating,Los Angeles,Marina Del Rey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
5042,5335,Inkshares,operating,SF Bay Area,San Francisco,1,315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315000,0,0,1,low_medium,low,low,low,low,1,0,0,0,0
5043,5336,Inktank,acquired,SF Bay Area,San Francisco,2,0,14400000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27800000,1,0.583333333,1,high,low,low,low,high,3,0,0,0,2
5044,5337,InList,operating,New York City,New York,1,0,3.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+06,1,0,1,low_medium,low,low,low,medium,1,0,0,0,1
5045,5338,InMage Systems,acquired,SF Bay Area,San Jose,5,0,35856605,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,68340391,1,9.583333333,1,high,high,high,low,high,3,1,1,0,2
